intent,sex,place,education,race
Homicide,M,Other,2,Hispanic
Homicide,M,Home,1,Hispanic
Suicide,M,Other,3,White
Suicide,M,Home,1,Hispanic
Homicide,M,Home,3,Black
Homicide,M,Home,1,Hispanic
Homicide,M,Street,2,Hispanic
Suicide,M,Home,2,White
Homicide,M,Street,2,Hispanic
Homicide,M,Street,1,Hispanic
Suicide,M,Farm,5,Black
Homicide,F,Home,3,Hispanic
Suicide,M,Home,3,White
Homicide,M,Home,1,Native American
Homicide,M,Street,1,Hispanic
Homicide,M,Street,1,Black
Homicide,M,Street,1,Hispanic
Suicide,M,Home,3,White
Suicide,M,Other,2,Hispanic
Suicide,M,Home,1,Hispanic
Suicide,M,Farm,2,White
Suicide,M,Other,4,White
Homicide,M,Home,1,White
Suicide,M,Home,2,White
Suicide,M,Home,3,White
Homicide,M,Street,3,Hispanic
Suicide,M,Home,3,White
Suicide,M,Other,2,White
Suicide,M,Other,2,White
Suicide,M,Home,3,White
Homicide,M,Street,1,Hispanic
Suicide,M,Street,3,Black
Suicide,M,Home,2,White
Suicide,M,Home,1,Native American
Suicide,M,Home,1,Hispanic
Homicide,M,Street,1,Asian
Homicide,F,Street,1,Black
Homicide,M,Other,2,Black
Suicide,M,Street,2,Hispanic
Suicide,M,Home,2,White
Suicide,M,Home,3,White
Suicide,M,Home,3,White
Suicide,M,Home,1,Hispanic
Suicide,M,Home,3,White
Homicide,F,Street,2,White
Homicide,M,Home,2,Black
Suicide,M,Home,4,White
Suicide,M,Other,4,Asian
Suicide,M,Home,2,White
Suicide,M,Farm,1,Hispanic
Suicide,M,Home,2,White
Suicide,M,Home,3,White
Suicide,M,Home,2,White
Suicide,M,Home,1,Hispanic
Suicide,M,Home,2,White
Homicide,M,Street,1,Hispanic
Homicide,M,Home,2,Hispanic
Suicide,M,Other,2,Hispanic
Homicide,F,Other,3,Black
Homicide,M,Other,3,Black
Homicide,M,Farm,1,Hispanic
Homicide,M,Other,1,White
Homicide,M,Home,2,Black
Homicide,M,Home,2,Black
Homicide,M,Street,1,Hispanic
Suicide,M,Home,4,White
Homicide,M,Street,2,Hispanic
Homicide,M,Street,2,Hispanic
Homicide,F,Other,2,Hispanic
Homicide,F,Farm,1,Hispanic
Suicide,M,Farm,2,White
Homicide,M,Farm,1,Hispanic
Homicide,M,Street,1,Black
Homicide,M,Street,2,Black
Homicide,M,Home,2,Hispanic
Homicide,M,Other,2,Black
Homicide,M,Street,1,Black
Homicide,M,Other,3,Black
Suicide,F,Home,5,White
Homicide,M,Home,3,White
Homicide,M,Home,2,White
Suicide,M,Home,1,Hispanic
Homicide,M,Street,1,Asian
Suicide,F,Home,3,White
Homicide,M,Other,1,Hispanic
Suicide,M,Farm,1,Hispanic
Suicide,F,Other,3,Asian
Suicide,M,Home,2,White
Suicide,M,Other,2,White
Suicide,M,Home,4,Asian
Homicide,F,Street,3,Black
Homicide,M,Home,2,Black
Suicide,M,Home,2,White
Homicide,M,Street,1,Hispanic
Homicide,M,Other,1,Hispanic
Homicide,M,Street,1,Hispanic
Undetermined,F,Home,3,White
Suicide,M,Other,1,Hispanic
Homicide,M,Other,1,Hispanic
Homicide,M,Other,2,Black
Suicide,F,Home,2,White
Homicide,M,Street,2,Black
Homicide,M,Other,1,Black
Suicide,F,Home,2,White
Suicide,M,Farm,4,White
Suicide,M,Home,3,Asian
Suicide,F,Other,3,White
Homicide,M,Street,1,Black
Suicide,M,Home,4,White
Suicide,F,Home,2,White
Suicide,M,Home,4,White
Suicide,M,Home,2,White
Homicide,M,Home,1,Black
Homicide,M,Street,1,Hispanic
Homicide,M,Home,2,Hispanic
Homicide,M,Other,2,Hispanic
Suicide,F,Home,2,White
Suicide,F,Home,3,White
Homicide,F,Home,3,White
Suicide,F,Home,3,White
Suicide,M,Street,3,White
Suicide,M,Home,1,Hispanic
Homicide,M,Other,1,White
Homicide,M,Other,2,Black
Homicide,M,Other,1,Hispanic
Homicide,M,Street,3,Black
Homicide,M,Home,2,White
Homicide,M,Home,1,White
Suicide,M,Other,2,Black
Homicide,M,Other,2,Black
Homicide,M,Other,1,Hispanic
Homicide,M,Street,1,Hispanic
Homicide,M,Street,2,Hispanic
Homicide,M,Street,2,Hispanic
Suicide,M,Other,4,White
Homicide,F,Home,2,White
Homicide,M,Other,1,White
Suicide,M,Farm,3,Asian
Homicide,M,Other,2,Hispanic
Suicide,M,Other,3,White
Homicide,M,Other,1,Hispanic
Homicide,M,Home,1,White
Homicide,M,Other,1,Hispanic
Homicide,M,Street,1,Hispanic
Homicide,M,Home,1,Black
Suicide,F,Home,3,Hispanic
Suicide,M,Home,2,White
Suicide,F,Home,2,White
Homicide,M,Street,1,Black
Suicide,M,Home,2,Asian
Suicide,F,Home,3,White
Undetermined,M,Home,1,White
Suicide,F,Home,4,White
Suicide,M,Home,3,White
Homicide,M,Other,2,Hispanic
Suicide,F,Street,3,White
Homicide,M,Street,1,Hispanic
Suicide,M,Home,4,White
Suicide,M,Home,4,White
Suicide,M,Street,2,White
Suicide,M,Home,3,White
Homicide,M,Other,1,Hispanic
Suicide,M,Other,4,White
Suicide,M,Other,3,White
Homicide,M,Other,1,Hispanic
Suicide,M,Home,2,Hispanic
Suicide,M,Home,1,Hispanic
Homicide,M,Street,2,Hispanic
Suicide,M,Home,3,White
Suicide,M,Home,1,White
Suicide,M,Home,2,White
Homicide,F,Street,1,Black
Suicide,M,Home,3,White
Homicide,M,Street,1,Black
Homicide,F,Farm,2,Hispanic
Homicide,M,Street,2,Black
Homicide,M,Street,1,Black
Homicide,M,Home,2,Black
Suicide,F,Home,4,White
Homicide,M,Other,1,White
Homicide,M,Home,2,Black
Homicide,M,Home,2,White
Homicide,F,Home,2,Black
Homicide,M,Home,1,Black
Homicide,M,Street,4,Black
Homicide,M,Street,1,Black
Homicide,F,Home,2,Hispanic
Suicide,M,Home,2,White
Homicide,M,Home,1,Black
Suicide,F,Home,4,White
Homicide,M,Other,2,Black
Suicide,M,Home,4,Hispanic
Suicide,M,Home,3,White
Suicide,M,Home,2,White
Accidental,M,Home,2,White
Suicide,M,Home,1,White
Homicide,M,Street,1,Black
Suicide,M,Home,2,White
Homicide,M,Street,1,Hispanic
Suicide,M,Farm,4,White
Suicide,F,Farm,4,White
Suicide,M,Home,2,White
Homicide,M,Home,2,Hispanic
Homicide,M,Other,2,Black
Homicide,M,Street,1,Hispanic
Homicide,M,Street,2,Black
Homicide,F,Other,2,White
Suicide,M,Home,4,White
Homicide,F,Home,3,White
Homicide,M,Home,1,Native American
Suicide,M,Home,3,White
Suicide,M,Home,2,White
Homicide,M,Street,1,Hispanic
Homicide,M,Home,3,Black
Homicide,M,Home,3,Black
Homicide,M,Home,1,Black
Suicide,F,Home,3,White
Homicide,M,Street,1,Hispanic
Homicide,M,Street,1,Hispanic
Homicide,M,Other,4,White
Homicide,M,Street,2,Black
Homicide,M,Street,3,Hispanic
Suicide,M,Home,3,Hispanic
Suicide,M,Home,4,White
Accidental,M,Home,1,White
Suicide,M,Farm,2,White
Suicide,M,Home,3,White
Homicide,F,Other,2,White
Suicide,M,Home,4,White
Suicide,F,Home,4,Black
Homicide,M,Other,3,Black
Homicide,M,Street,1,Black
Suicide,M,Home,2,White
Suicide,M,Home,2,Hispanic
Suicide,M,Home,4,White
Suicide,M,Other,2,White
Homicide,M,Other,1,Hispanic
Suicide,M,Home,2,White
Homicide,M,Home,3,White
Suicide,M,Street,4,White
Homicide,M,Street,2,Hispanic
Suicide,M,Home,2,White
Suicide,M,Home,2,White
Suicide,M,Home,2,White
Suicide,M,Street,3,White
Suicide,M,Home,3,Hispanic
Homicide,M,Home,2,Black
Suicide,M,Home,2,Hispanic
Suicide,M,Other,4,White
Suicide,F,Home,4,White
Suicide,M,Home,2,White
Suicide,M,Home,4,White
